,X,hsanum,savings,trunc_savings,mean_price,p7525_ratio
976,976,14072,NA,"10,000","10,000",10000.00
977,977,14073,-221.7725672,-222,"10,000",10000.00
978,978,14074,NA,"10,000","10,000",10000.00
979,979,14075,-152.8950875,-153,"10,000",10000.00
980,980,14076,-230.1484673,-230,"10,000",10000.00
981,981,14077,-205.5556349,-206,"10,000",10000.00
982,982,14078,NA,"10,000","10,000",10000.00
983,983,14079,-94.65572637,-95,"10,000",10000.00
984,984,14080,-161.4497855,-161,"10,000",10000.00
985,985,14082,NA,"10,000","10,000",10000.00
986,986,14083,-159.1240712,-159,"10,000",10000.00
987,987,14084,NA,"10,000","10,000",10000.00
988,988,14084,NA,"10,000","10,000",10000.00
989,989,14085,NA,"10,000","10,000",10000.00
990,990,14086,-148.781687,-149,"10,000",10000.00
991,991,14088,-184.9992989,-185,"10,000",10000.00
992,992,14089,-145.838028,-146,"10,000",10000.00
993,993,14090,-131.011009,-131,"10,000",10000.00
994,994,14092,-126.3541891,-126,"10,000",10000.00
995,995,14093,-262.8523848,-263,"10,000",10000.00
996,996,14093,-262.8523848,-263,"10,000",10000.00
997,997,14094,NA,"10,000","10,000",10000.00
998,998,14095,NA,"10,000","10,000",10000.00
999,999,14096,-92.99635217,-93,"10,000",10000.00
1000,1000,14097,NA,"10,000","10,000",10000.00
1001,1001,14098,NA,"10,000","10,000",10000.00
1002,1002,14098,NA,"10,000","10,000",10000.00
1003,1003,14099,-136.4617333,-136,"10,000",10000.00
1004,1004,14100,-222.466778,-222,"10,000",10000.00
1005,1005,14101,NA,"10,000","10,000",10000.00
1006,1006,14101,NA,"10,000","10,000",10000.00
1007,1007,14102,NA,"10,000","10,000",10000.00
1008,1008,14103,-322.3430128,-322,"10,000",10000.00
1009,1009,14104,NA,"10,000","10,000",10000.00
1010,1010,14104,NA,"10,000","10,000",10000.00
1011,1011,14104,NA,"10,000","10,000",10000.00
1012,1012,14105,NA,"10,000","10,000",10000.00
1013,1013,14106,-175.2256202,-175,"10,000",10000.00
1014,1014,14106,-175.2256202,-175,"10,000",10000.00
1015,1015,14106,-175.2256202,-175,"10,000",10000.00
1016,1016,14107,NA,"10,000","10,000",10000.00
1017,1017,14108,-187.8342182,-188,"10,000",10000.00
1018,1018,14110,-178.3440306,-178,"10,000",10000.00
1019,1019,14111,-198.6352699,-199,"10,000",10000.00
1020,1020,14112,-153.9389932,-154,"10,000",10000.00
1021,1021,14113,-80.44204298,-80,"10,000",10000.00
1022,1022,14114,-220.0202217,-220,"10,000",10000.00
1023,1023,14115,NA,"10,000","10,000",10000.00
1024,1024,14116,-69.61597742,-70,"10,000",10000.00
1025,1025,14117,-144.5675083,-145,"10,000",10000.00
1026,1026,14117,-144.5675083,-145,"10,000",10000.00
1027,1027,14119,-213.6460137,-214,"10,000",10000.00
1028,1028,14120,NA,"10,000","10,000",10000.00
1029,1029,14121,NA,"10,000","10,000",10000.00
1030,1030,14123,-141.0931105,-141,"10,000",10000.00
1031,1031,14124,NA,"10,000","10,000",10000.00
1032,1032,14125,NA,"10,000","10,000",10000.00
1033,1033,14126,NA,"10,000","10,000",10000.00
1034,1034,14127,-125.8266679,-126,"10,000",10000.00
1035,1035,14128,-224.5291785,-225,"10,000",10000.00
1036,1036,14128,-224.5291785,-225,"10,000",10000.00
1037,1037,14130,NA,"10,000","10,000",10000.00
1038,1038,14131,-281.593019,-282,"10,000",10000.00
1039,1039,14131,-281.593019,-282,"10,000",10000.00
1040,1040,14132,NA,"10,000","10,000",10000.00
1041,1041,14134,-178.134694,-178,"10,000",10000.00
1042,1042,14136,-287.8437245,-288,"10,000",10000.00
1043,1043,14136,-287.8437245,-288,"10,000",10000.00
1044,1044,14137,-111.1067903,-111,"10,000",10000.00
1045,1045,14138,-140.9438446,-141,"10,000",10000.00
1046,1046,14139,-209.9405594,-210,"10,000",10000.00
1047,1047,14139,-209.9405594,-210,"10,000",10000.00
1048,1048,14141,-179.7003023,-180,"10,000",10000.00
1049,1049,14143,NA,"10,000","10,000",10000.00
1050,1050,14146,NA,"10,000","10,000",10000.00
1051,1051,14147,NA,"10,000","10,000",10000.00
1052,1052,15001,-211.4144253,-211,"1,207",2.34
1053,1053,15001,-211.4144253,-211,"1,207",2.34
1054,1054,15002,-237.9352589,-238,"10,000",10000.00
1055,1055,15003,-261.880245,-262,"1,648",2.42
1056,1056,15004,-193.1889468,-193,"10,000",10000.00
1057,1057,15005,-238.167228,-238,"10,000",10000.00
1058,1058,15006,NA,"10,000","10,000",10000.00
1059,1059,15006,NA,"10,000","10,000",10000.00
1060,1060,15007,-112.6052045,-113,"2,105",1.43
1061,1061,15007,-112.6052045,-113,"2,105",1.43
1062,1062,15008,-241.8223127,-242,"10,000",10000.00
1063,1063,15009,NA,"10,000","1,946",2.46
1064,1064,15010,-181.4481219,-181,"10,000",10000.00
1065,1065,15011,NA,"10,000","10,000",10000.00
1066,1066,15011,NA,"10,000","10,000",10000.00
1067,1067,15012,NA,"10,000","10,000",10000.00
1068,1068,15013,-212.3923514,-212,"10,000",10000.00
1069,1069,15014,-209.7829713,-210,"10,000",10000.00
1070,1070,15015,-240.1976871,-240,"10,000",10000.00
1071,1071,15016,-209.1037833,-209,"10,000",10000.00
1072,1072,15017,-135.1764419,-135,"10,000",10000.00
1073,1073,15018,-170.5072463,-171,"10,000",10000.00
1074,1074,15019,-178.7303827,-179,"10,000",10000.00
1075,1075,15020,-298.5406301,-299,"10,000",10000.00
1076,1076,15021,-157.6594185,-158,"10,000",10000.00
1077,1077,15023,NA,"10,000","10,000",10000.00
1078,1078,15023,NA,"10,000","10,000",10000.00
1079,1079,15024,-188.0402146,-188,"10,000",10000.00
1080,1080,15025,NA,"10,000","10,000",10000.00
1081,1081,15026,-208.480738,-208,"10,000",10000.00
1082,1082,15026,-208.480738,-208,"10,000",10000.00
1083,1083,15026,-208.480738,-208,"10,000",10000.00
1084,1084,15027,-240.368151,-240,"10,000",10000.00
1085,1085,15027,-240.368151,-240,"10,000",10000.00
1086,1086,15027,-240.368151,-240,"10,000",10000.00
1087,1087,15028,-287.7297302,-288,"10,000",10000.00
1088,1088,15029,NA,"10,000","10,000",10000.00
1089,1089,15030,-195.1997274,-195,"10,000",10000.00
1090,1090,15030,-195.1997274,-195,"10,000",10000.00
1091,1091,15030,-195.1997274,-195,"10,000",10000.00
1092,1092,15031,NA,"10,000","10,000",10000.00
1093,1093,15031,NA,"10,000","10,000",10000.00
1094,1094,15032,-218.9414868,-219,"10,000",10000.00
1095,1095,15033,-173.4714344,-173,"10,000",10000.00
1096,1096,15034,-203.3318652,-203,"10,000",10000.00
1097,1097,15035,NA,"10,000","10,000",10000.00
1098,1098,15036,-286.5165447,-287,"10,000",10000.00
1099,1099,15038,-245.0748293,-245,"10,000",10000.00
1100,1100,15039,-296.6489758,-297,"10,000",10000.00
1101,1101,15039,-296.6489758,-297,"10,000",10000.00
1102,1102,15039,-296.6489758,-297,"10,000",10000.00
1103,1103,15040,-187.0206781,-187,"10,000",10000.00
1104,1104,15041,-123.3105657,-123,"10,000",10000.00
1105,1105,15041,-123.3105657,-123,"10,000",10000.00
1106,1106,15042,-260.8511086,-261,"10,000",10000.00
1107,1107,15043,-210.8008861,-211,"10,000",10000.00
1108,1108,15044,-224.5363381,-225,"10,000",10000.00
1109,1109,15045,-176.1111054,-176,"10,000",10000.00
1110,1110,15045,-176.1111054,-176,"10,000",10000.00
1111,1111,15046,-150.0691865,-150,"10,000",10000.00
1112,1112,15047,-225.9349174,-226,"10,000",10000.00
1113,1113,15048,-137.5000582,-138,"10,000",10000.00
1114,1114,15049,-281.1375353,-281,"10,000",10000.00
1115,1115,15050,NA,"10,000","10,000",10000.00
1116,1116,15051,-211.7986699,-212,"10,000",10000.00
1117,1117,15051,-211.7986699,-212,"10,000",10000.00
1118,1118,15052,-165.4614878,-165,"10,000",10000.00
1119,1119,15052,-165.4614878,-165,"10,000",10000.00
1120,1120,15053,-172.8143055,-173,"10,000",10000.00
1121,1121,15054,-187.9299889,-188,"10,000",10000.00
1122,1122,15055,NA,"10,000","10,000",10000.00
1123,1123,15056,-194.6700306,-195,"10,000",10000.00
1124,1124,15057,-158.603575,-159,"10,000",10000.00
1125,1125,15057,-158.603575,-159,"10,000",10000.00
1126,1126,15058,NA,"10,000","10,000",10000.00
1127,1127,15058,NA,"10,000","10,000",10000.00
1128,1128,15059,-90.72474036,-91,"10,000",10000.00
1129,1129,15059,-90.72474036,-91,"10,000",10000.00
1130,1130,15060,-156.9321532,-157,"10,000",10000.00
1131,1131,15061,NA,"10,000","10,000",10000.00
1132,1132,15062,-280.6092142,-281,"10,000",10000.00
1133,1133,15064,-223.3897136,-223,"10,000",10000.00
1134,1134,15065,-231.498159,-231,"10,000",10000.00
1135,1135,15066,-183.9469429,-184,"10,000",10000.00
1136,1136,15066,-183.9469429,-184,"10,000",10000.00
1137,1137,15067,-343.4336613,-343,"10,000",10000.00
1138,1138,15068,NA,"10,000","10,000",10000.00
1139,1139,15069,NA,"10,000","10,000",10000.00
1140,1140,15070,-182.3822444,-182,"10,000",10000.00
1141,1141,15071,-191.031367,-191,"10,000",10000.00
1142,1142,15072,-179.7498814,-180,"10,000",10000.00
1143,1143,15073,-136.3149318,-136,"10,000",10000.00
1144,1144,15074,-323.07167,-323,"10,000",10000.00
1145,1145,15075,-229.2893034,-229,"10,000",10000.00
1146,1146,15076,-130.6615503,-131,"10,000",10000.00
1147,1147,15076,-130.6615503,-131,"10,000",10000.00
1148,1148,15076,-130.6615503,-131,"10,000",10000.00
1149,1149,15077,-179.0631573,-179,"10,000",10000.00
1150,1150,15078,-172.4371486,-172,"10,000",10000.00
1151,1151,15079,-250.3345711,-250,"10,000",10000.00
1152,1152,15079,-250.3345711,-250,"10,000",10000.00
1153,1153,15080,-236.2507615,-236,"10,000",10000.00
1154,1154,15082,-159.4016353,-159,"10,000",10000.00
1155,1155,15083,-155.1110535,-155,"10,000",10000.00
1156,1156,15084,-187.1624196,-187,"10,000",10000.00
1157,1157,15085,-170.6165227,-171,"10,000",10000.00
1158,1158,15085,-170.6165227,-171,"10,000",10000.00
1159,1159,15086,-145.8414097,-146,"10,000",10000.00
1160,1160,15087,-198.9876043,-199,"10,000",10000.00
1161,1161,15088,-152.3994176,-152,"10,000",10000.00
1162,1162,15089,NA,"10,000","10,000",10000.00
1163,1163,15091,NA,"10,000","10,000",10000.00
1164,1164,15093,-166.6550892,-167,"10,000",10000.00
1165,1165,16001,-132.2125028,-132,"1,402",1.50
1166,1166,16002,-130.4263759,-130,"10,000",10000.00
1167,1167,16003,-191.6500064,-192,"1,268",1.28
1168,1168,16005,-256.2339419,-256,"1,160",1.47
1169,1169,16006,-129.9321382,-130,"10,000",10000.00
1170,1170,16008,-103.7668221,-104,"10,000",10000.00
1171,1171,16009,-189.5385779,-190,"10,000",10000.00
1172,1172,16011,-180.7950436,-181,"1,599",1.58
1173,1173,16012,-198.5260698,-199,"10,000",10000.00
1174,1174,16013,NA,"10,000","2,045",1.47
1175,1175,16014,-207.8335437,-208,"10,000",10000.00
1176,1176,16014,-207.8335437,-208,"10,000",10000.00
1177,1177,16015,-287.5275845,-288,"1,254",1.23
1178,1178,16017,-176.0925166,-176,"1,255",2.26
1179,1179,16019,NA,"10,000","1,305",1.67
1180,1180,16019,NA,"10,000","1,305",1.67
1181,1181,16021,-353.8549815,-354,"1,560",3.19
1182,1182,16022,-164.6676537,-165,"10,000",10000.00
1183,1183,16024,-168.3289953,-168,"10,000",10000.00
1184,1184,16025,-209.51446,-210,"10,000",10000.00
1185,1185,16026,-188.4872028,-188,"10,000",10000.00
1186,1186,16027,-83.81490715,-84,"1,782",2.07
1187,1187,16027,-83.81490715,-84,"1,782",2.07
1188,1188,16029,-146.902611,-147,"10,000",10000.00
1189,1189,16031,-197.122236,-197,"10,000",10000.00
1190,1190,16031,-197.122236,-197,"10,000",10000.00
1191,1191,16032,-107.5251146,-108,"10,000",10000.00
1192,1192,16034,NA,"10,000","10,000",10000.00
1193,1193,16036,-194.3667061,-194,"10,000",10000.00
1194,1194,16037,-133.5516901,-134,"10,000",10000.00
1195,1195,16039,-149.0861568,-149,"1,490",1.65
1196,1196,16040,-202.201494,-202,"10,000",10000.00
1197,1197,16042,-318.5270105,-319,"10,000",10000.00
1198,1198,16044,NA,"10,000","10,000",10000.00
1199,1199,16045,-171.6247856,-172,"10,000",10000.00
1200,1200,16046,-166.9425073,-167,"10,000",10000.00
1201,1201,16047,-122.1212198,-122,"2,139",1.92
1202,1202,16048,-169.4668788,-169,"10,000",10000.00
1203,1203,16051,-118.4576889,-118,"1,292",1.72
1204,1204,16052,-138.0689132,-138,"10,000",10000.00
1205,1205,16053,-117.6590721,-118,"2,031",1.54
1206,1206,16053,-117.6590721,-118,"2,031",1.54
1207,1207,16054,-175.7018032,-176,"10,000",10000.00
1208,1208,16054,-175.7018032,-176,"10,000",10000.00
1209,1209,16055,-105.114577,-105,"1,042",2.05
1210,1210,16056,-179.0227345,-179,"10,000",10000.00
1211,1211,16057,-78.17095333,-78,"1,550",2.22
1212,1212,16059,NA,"10,000","10,000",10000.00
1213,1213,16060,-115.3788133,-115,"10,000",10000.00
1214,1214,16061,-193.0201629,-193,"10,000",10000.00
1215,1215,16063,-150.7478578,-151,"10,000",10000.00
1216,1216,16065,-116.8436098,-117,"1,331",1.93
1217,1217,16067,-121.7541405,-122,"1,512",1.60
1218,1218,16068,-149.1339329,-149,"10,000",10000.00
1219,1219,16069,-185.1271173,-185,"1,298",1.88
1220,1220,16073,-211.2829829,-211,"1,917",2.20
1221,1221,16075,-212.3541808,-212,"1,836",2.17
1222,1222,16076,-127.8447555,-128,"10,000",10000.00
1223,1223,16077,NA,"10,000","1,287",1.47
1224,1224,16078,-135.6712471,-136,"10,000",10000.00
1225,1225,16079,-226.7192632,-227,"1,314",3.06
1226,1226,16080,-154.6773631,-155,"10,000",10000.00
1227,1227,16081,-168.7140192,-169,"2,115",1.96
1228,1228,16082,-180.0537735,-180,"10,000",10000.00
1229,1229,16083,-150.4206964,-150,"1,853",1.36
1230,1230,16084,-136.0171778,-136,"10,000",10000.00
1231,1231,16085,NA,"10,000","1,563",1.53
1232,1232,16088,NA,"10,000","10,000",10000.00
1233,1233,16089,-147.5203331,-148,"10,000",10000.00
1234,1234,16091,NA,"10,000","10,000",10000.00
1235,1235,16093,-122.4712879,-122,"10,000",10000.00
1236,1236,16094,-131.9857963,-132,"10,000",10000.00
1237,1237,16097,NA,"10,000","10,000",10000.00
1238,1238,16098,-205.1129197,-205,"10,000",10000.00
1239,1239,16099,-189.5055804,-190,"10,000",10000.00
1240,1240,16100,-150.4396133,-150,"10,000",10000.00
1241,1241,16101,-129.8815632,-130,"10,000",10000.00
1242,1242,16103,NA,"10,000","10,000",10000.00
1243,1243,16106,-104.9596349,-105,"10,000",10000.00
1244,1244,16107,NA,"10,000","10,000",10000.00
1245,1245,16110,-164.0564387,-164,"10,000",10000.00
1246,1246,17001,-77.11885683,-77,"2,241",1.44
1247,1247,17003,NA,"10,000","2,052",5.62
1248,1248,17005,-144.3248741,-144,"1,544",1.68
1249,1249,17015,-159.3003412,-159,"3,579",2.24
1250,1250,17016,-42.416218,-42,"10,000",10000.00
1251,1251,17017,NA,"10,000","2,603",2.00
1252,1252,17018,-42.33435151,-42,"10,000",10000.00
1253,1253,17021,-38.02263035,-38,"2,124",2.67
1254,1254,17022,-28.39228239,-28,"10,000",10000.00
1255,1255,17024,-95.54494755,-96,"10,000",10000.00
1256,1256,17025,NA,"10,000","2,245",1.37
1257,1257,17027,NA,"10,000","1,997",2.90
1258,1258,17029,-75.89366748,-76,"2,069",2.10
1259,1259,17031,-156.061329,-156,"2,168",2.33
1260,1260,17032,-97.07433902,-97,"10,000",10000.00
1261,1261,17033,-93.07549128,-93,"3,013",1.54
1262,1262,17034,-61.84988074,-62,"10,000",10000.00
1263,1263,17037,-91.00151283,-91,"2,167",3.49
1264,1264,17037,-91.00151283,-91,"2,167",3.49
1265,1265,17042,-70.42973963,-70,"10,000",10000.00
1266,1266,17044,-110.1580896,-110,"10,000",10000.00
1267,1267,17046,-73.81694151,-74,"10,000",10000.00
1268,1268,17047,NA,"10,000","2,365",1.96
1269,1269,17051,-130.4957878,-130,"2,002",1.93
1270,1270,17052,-59.26548119,-59,"10,000",10000.00
1271,1271,17053,-135.9434595,-136,"4,301",1.85
1272,1272,17054,-106.1362041,-106,"10,000",10000.00
1273,1273,17057,-199.4596227,-199,"2,591",2.25
1274,1274,17057,-199.4596227,-199,"2,591",2.25
1275,1275,17058,-164.7116955,-165,"10,000",10000.00
1276,1276,17058,-164.7116955,-165,"10,000",10000.00
1277,1277,17059,-134.745386,-135,"2,522",1.60
1278,1278,17064,-119.98778,-120,"10,000",10000.00
1279,1279,17065,-120.3583116,-120,"3,465",2.12
1280,1280,17067,-204.976479,-205,"2,557",1.83
1281,1281,17069,NA,"10,000","10,000",10000.00
1282,1282,17070,-69.40379267,-69,"10,000",10000.00
1283,1283,17071,-106.0555498,-106,"10,000",10000.00
1284,1284,17071,-106.0555498,-106,"10,000",10000.00
1285,1285,17073,NA,"10,000","1,161",2.61
1286,1286,17074,-62.71598923,-63,"10,000",10000.00
1287,1287,17075,-97.7793573,-98,"1,382",3.83
1288,1288,17076,-98.39438103,-98,"10,000",10000.00
1289,1289,17083,-115.9193726,-116,"1,245",1.29
1290,1290,17083,-115.9193726,-116,"1,245",1.29
1291,1291,17085,-65.54409353,-66,"1,872",3.00
1292,1292,17086,-62.63310352,-63,"10,000",10000.00
1293,1293,17087,-88.61589453,-89,"2,654",3.36
1294,1294,17087,-88.61589453,-89,"2,654",3.36
1295,1295,17088,NA,"10,000","10,000",10000.00
1296,1296,17091,-111.3062007,-111,"1,212",2.64
1297,1297,17094,-186.9528955,-187,"10,000",10000.00
1298,1298,17094,-186.9528955,-187,"10,000",10000.00
1299,1299,17096,-160.5314398,-161,"10,000",10000.00
1300,1300,17098,-82.42626642,-82,"10,000",10000.00
1301,1301,17101,-48.78249259,-49,"2,531",1.54
1302,1302,17103,-112.2783612,-112,"3,043",1.87
1303,1303,17108,-153.8748485,-154,"10,000",10000.00
1304,1304,17108,-153.8748485,-154,"10,000",10000.00
1305,1305,17115,-45.74301812,-46,"1,578",2.04
1306,1306,17115,-45.74301812,-46,"1,578",2.04
1307,1307,17115,-45.74301812,-46,"1,578",2.04
1308,1308,17117,-227.7833093,-228,"1,512",1.29
1309,1309,17119,-124.4062392,-124,"1,231",1.29
1310,1310,17121,-86.10527062,-86,"2,276",2.11
1311,1311,17123,-93.4385988,-93,"1,857",2.21
1312,1312,17123,-93.4385988,-93,"1,857",2.21
1313,1313,17123,-93.4385988,-93,"1,857",2.21
1314,1314,17125,-120.6068976,-121,"1,884",2.31
1315,1315,18001,-73.07442052,-73,"2,414",2.00
1316,1316,18002,-256.0937025,-256,"10,000",10000.00
1317,1317,18002,-256.0937025,-256,"10,000",10000.00
1318,1318,18003,-114.1426511,-114,"2,374",1.76
1319,1319,18004,-123.6975263,-124,"10,000",10000.00
1320,1320,18006,-92.59665385,-93,"10,000",10000.00
1321,1321,18007,-178.7877973,-179,"2,600",1.69
1322,1322,18007,-178.7877973,-179,"2,600",1.69
1323,1323,18008,-197.5002257,-198,"10,000",10000.00
1324,1324,18009,-114.4200542,-114,"2,193",5.56
1325,1325,18011,-135.4756195,-135,"2,701",4.65
1326,1326,18012,-101.5061164,-102,"10,000",10000.00
1327,1327,18013,-158.6942772,-159,"2,573",2.35
1328,1328,18014,-127.8750796,-128,"10,000",10000.00
1329,1329,18015,-145.9990125,-146,"2,825",1.39
1330,1330,18015,-145.9990125,-146,"2,825",1.39
1331,1331,18016,-74.88711506,-75,"10,000",10000.00
1332,1332,18016,-74.88711506,-75,"10,000",10000.00
1333,1333,18016,-74.88711506,-75,"10,000",10000.00
1334,1334,18017,-198.1821253,-198,"2,487",1.65
1335,1335,18018,-109.4380616,-109,"10,000",10000.00
1336,1336,18018,-109.4380616,-109,"10,000",10000.00
1337,1337,18019,-109.8973122,-110,"1,036",2.45
1338,1338,18019,-109.8973122,-110,"1,036",2.45
1339,1339,18019,-109.8973122,-110,"1,036",2.45
1340,1340,18020,-78.86860931,-79,"10,000",10000.00
1341,1341,18021,-98.47369418,-98,"3,452",1.28
1342,1342,18021,-98.47369418,-98,"3,452",1.28
1343,1343,18022,-69.35123737,-69,"10,000",10000.00
1344,1344,18022,-69.35123737,-69,"10,000",10000.00
1345,1345,18023,-191.7745544,-192,"2,976",3.08
1346,1346,18024,-286.1993002,-286,"10,000",10000.00
1347,1347,18025,-146.5592816,-147,"1,878",3.79
1348,1348,18026,-185.7616309,-186,"10,000",10000.00
1349,1349,18027,-209.843437,-210,"2,470",1.61
1350,1350,18028,-83.10847203,-83,"10,000",10000.00
1351,1351,18029,-86.79386332,-87,"1,480",4.80
1352,1352,18030,-79.72754763,-80,"10,000",10000.00
1353,1353,18031,-163.3554326,-163,"2,692",1.85
1354,1354,18032,-144.3481148,-144,"10,000",10000.00
1355,1355,18033,-99.5303083,-100,"2,578",1.76
1356,1356,18034,-276.7194417,-277,"10,000",10000.00
1357,1357,18035,-183.7602911,-184,"2,098",4.78
1358,1358,18036,-165.923048,-166,"10,000",10000.00
1359,1359,18036,-165.923048,-166,"10,000",10000.00
1360,1360,18036,-165.923048,-166,"10,000",10000.00
1361,1361,18038,-224.0162383,-224,"10,000",10000.00
1362,1362,18039,-78.49836831,-78,"1,760",2.50
1363,1363,18041,-126.4746157,-126,"2,505",4.03
1364,1364,18043,-120.094391,-120,"1,016",2.44
1365,1365,18044,-124.7647738,-125,"10,000",10000.00
1366,1366,18045,-98.90775851,-99,"2,035",2.82
1367,1367,18045,-98.90775851,-99,"2,035",2.82
1368,1368,18045,-98.90775851,-99,"2,035",2.82
1369,1369,18047,-164.7166477,-165,"2,080",2.64
1370,1370,18048,-357.8458967,-358,"10,000",10000.00
1371,1371,18049,-94.84539587,-95,"2,623",1.72
1372,1372,18049,-94.84539587,-95,"2,623",1.72
1373,1373,18049,-94.84539587,-95,"2,623",1.72
1374,1374,18050,-120.1891322,-120,"10,000",10000.00
1375,1375,18051,-111.8697886,-112,"2,462",1.34
1376,1376,18052,-135.4007071,-135,"10,000",10000.00
1377,1377,18054,-137.7124137,-138,"10,000",10000.00
1378,1378,18055,-159.13328,-159,"2,161",3.81
1379,1379,18056,NA,"10,000","10,000",10000.00
1380,1380,18057,NA,"10,000","2,083",4.70
1381,1381,18058,-137.3446775,-137,"10,000",10000.00
1382,1382,18059,-101.2544826,-101,"2,657",1.59
1383,1383,18060,-170.3160485,-170,"10,000",10000.00
1384,1384,18061,-106.5235442,-107,"1,249",2.75
1385,1385,18062,-70.1677542,-70,"10,000",10000.00
1386,1386,18063,-113.566203,-114,"2,807",1.98
1387,1387,18064,-115.078469,-115,"10,000",10000.00
1388,1388,18064,-115.078469,-115,"10,000",10000.00
1389,1389,18065,-174.4356498,-174,"2,279",3.65
1390,1390,18066,-124.7992628,-125,"10,000",10000.00
1391,1391,18068,-147.1436806,-147,"10,000",10000.00
1392,1392,18069,-174.5206022,-175,"2,001",2.44
1393,1393,18070,-85.7145718,-86,"10,000",10000.00
1394,1394,18071,-146.7116047,-147,"2,882",2.18
1395,1395,18071,-146.7116047,-147,"2,882",2.18
1396,1396,18072,-88.63354124,-89,"10,000",10000.00
1397,1397,18073,-102.9658215,-103,"1,791",4.28
1398,1398,18074,-159.8505725,-160,"10,000",10000.00
1399,1399,18075,-207.9658983,-208,"10,000",10000.00
1400,1400,18076,-127.2150943,-127,"10,000",10000.00
1401,1401,18078,-130.3174678,-130,"10,000",10000.00
1402,1402,18079,-159.5233883,-160,"3,150",1.75
1403,1403,18080,NA,"10,000","10,000",10000.00
1404,1404,18081,-94.06836182,-94,"2,646",1.33
1405,1405,18082,-225.6976988,-226,"10,000",10000.00
1406,1406,18083,-103.5140089,-104,"2,245",1.28
1407,1407,18084,-84.02039972,-84,"10,000",10000.00
1408,1408,18085,-264.0618879,-264,"2,359",1.48
1409,1409,18086,NA,"10,000","10,000",10000.00
1410,1410,18087,-93.52895752,-94,"2,466",1.65
1411,1411,18089,-105.4354126,-105,"2,175",1.76
1412,1412,19001,-54.74177044,-55,"1,871",2.53
1413,1413,19002,-239.6957807,-240,"10,000",10000.00
1414,1414,19002,-239.6957807,-240,"10,000",10000.00
1415,1415,19002,-239.6957807,-240,"10,000",10000.00
1416,1416,19003,NA,"10,000","2,799",2.34
1417,1417,19006,-104.3317517,-104,"10,000",10000.00
1418,1418,19006,-104.3317517,-104,"10,000",10000.00
1419,1419,19007,-112.2064093,-112,"3,439",2.29
1420,1420,19007,-112.2064093,-112,"3,439",2.29
1421,1421,19007,-112.2064093,-112,"3,439",2.29
1422,1422,19008,NA,"10,000","10,000",10000.00
1423,1423,19009,-123.5699805,-124,"3,043",2.70
1424,1424,19012,NA,"10,000","10,000",10000.00
1425,1425,19016,-78.89145578,-79,"10,000",10000.00
1426,1426,19018,-166.8834586,-167,"10,000",10000.00
1427,1427,19018,-166.8834586,-167,"10,000",10000.00
1428,1428,19019,NA,"10,000","1,964",1.70
1429,1429,19019,NA,"10,000","1,964",1.70
1430,1430,19020,NA,"10,000","10,000",10000.00
1431,1431,19021,-250.9014487,-251,"10,000",10000.00
1432,1432,19021,-250.9014487,-251,"10,000",10000.00
1433,1433,19022,NA,"10,000","10,000",10000.00
1434,1434,19024,NA,"10,000","10,000",10000.00
1435,1435,19026,-130.9964498,-131,"10,000",10000.00
1436,1436,19027,NA,"10,000","2,928",1.35
1437,1437,19028,NA,"10,000","10,000",10000.00
1438,1438,19029,NA,"10,000","3,142",3.28
1439,1439,19030,NA,"10,000","10,000",10000.00
1440,1440,19030,NA,"10,000","10,000",10000.00
1441,1441,19031,-161.7904468,-162,"1,802",3.95
1442,1442,19033,-160.108656,-160,"1,935",2.41
1443,1443,19033,-160.108656,-160,"1,935",2.41
1444,1444,19035,-70.02330098,-70,"2,367",1.50
1445,1445,19036,-135.599813,-136,"10,000",10000.00
1446,1446,19036,-135.599813,-136,"10,000",10000.00
1447,1447,19039,-153.8389801,-154,"1,814",1.84
1448,1448,19040,-107.8779403,-108,"10,000",10000.00
1449,1449,19040,-107.8779403,-108,"10,000",10000.00
1450,1450,19042,NA,"10,000","10,000",10000.00
1451,1451,19046,-88.23278811,-88,"10,000",10000.00
1452,1452,19046,-88.23278811,-88,"10,000",10000.00
1453,1453,19046,-88.23278811,-88,"10,000",10000.00
1454,1454,19047,-134.586494,-135,"2,592",2.53
1455,1455,19047,-134.586494,-135,"2,592",2.53
1456,1456,19047,-134.586494,-135,"2,592",2.53
1457,1457,19049,-172.4701131,-172,"1,673",3.98
1458,1458,19050,-168.5125037,-169,"10,000",10000.00
1459,1459,19050,-168.5125037,-169,"10,000",10000.00
1460,1460,19050,-168.5125037,-169,"10,000",10000.00
1461,1461,19051,-154.1022804,-154,"10,000",10000.00
1462,1462,19051,-154.1022804,-154,"10,000",10000.00
1463,1463,19052,-125.0347888,-125,"10,000",10000.00
1464,1464,19053,NA,"10,000","10,000",10000.00
1465,1465,19054,NA,"10,000","10,000",10000.00
1466,1466,19055,NA,"10,000","2,217",1.98
1467,1467,19057,NA,"10,000","3,310",1.80
1468,1468,19057,NA,"10,000","3,310",1.80
1469,1469,19059,-132.0804629,-132,"3,005",1.54
1470,1470,19059,-132.0804629,-132,"3,005",1.54
1471,1471,19060,-108.0858932,-108,"10,000",10000.00
1472,1472,19061,-78.9130184,-79,"1,094",1.12
1473,1473,19061,-78.9130184,-79,"1,094",1.12
1474,1474,19061,-78.9130184,-79,"1,094",1.12
1475,1475,19062,-96.44088873,-96,"10,000",10000.00
